Date,Min01,Max01,Max03,Mod04,Sum06,Min11,Max11,Min12,Max12,Min14A,Max14A,Avg14A,Min14B,Max14B,Avg14B,Min14C,Max14C,Avg14C,Min14D,Max14D,Avg14D,Min14E,Max14E,Avg14E,Min14F,Max14F,Avg14F,Min14G,Max14G,Avg14G
2020-10-03,0,13.05,24.08,213,1.6,9.99,26.5,35,54.94,-205.9,254.3,-81.2,-35,42.1,-21.2,17.4,29.8,21.2,-147.8,46.3,-123.4,-14.9,18.8,-8.3,-32.1,5.6,-21.4,nan,nan,nan
2020-10-04,0,16.59,33.71,271,1.6,12.12,24.23,36.11,55.53,-198.5,-155.9,-185.4,-34.5,-23.8,-29.8,17.7,23.4,20,-148.2,-146.3,-147,-15.9,-8,-12.3,-30,-16.7,-24.7,nan,nan,nan
2020-10-05,0,10.42,19.26,271,0.8,10.39,27.43,34.56,54.68,-204.3,-158.1,-188.6,-31.9,-27.2,-29.8,18,23.3,20,-147.8,-145.7,-146.7,-15.9,-9,-12.4,-28.9,-19.9,-25.6,nan,nan,nan
2020-10-06,0,10.7,20.47,121,0,17.6,28.68,40,56.23,-196,254.3,3.9,-32.9,36.9,-6.1,16.9,31.1,20.5,-149.4,69.7,-82.7,-16.1,54.9,-3.6,-33.2,7.4,-16,nan,nan,nan
2020-10-07,0,13.02,24.08,263,0.2,13.66,28.57,33.48,55.11,-202.5,254.3,7.2,-33.2,46.6,-3.2,15.7,32.7,21.9,-153.9,91.6,-75.7,-17.4,27.9,-5.4,-30.5,15.1,-13.5,nan,nan,nan
2020-10-08,0,9.95,18.06,263,0.2,12.31,29.52,35.61,54.55,-199.4,254.3,12.6,-31.7,54.6,-0.5,18.6,51.5,24.5,-152.8,251.7,-38.9,-15.7,31.6,-3.6,-28.9,23.2,-11.2,nan,nan,nan
2020-10-09,0,12.94,26.49,321,0,16.35,26.71,32.14,52.85,-195.3,254.3,-68.5,-31.9,47.2,-15,-99.4,30.5,-6.6,-146.1,114.7,-62.5,-14.8,138.2,-6.1,-28.1,15.8,-16.9,nan,nan,nan
2020-10-10,0,16.09,30.1,313,0,14.23,27.7,29.74,51.75,-194.4,254.3,-163.4,-33.4,4.9,-28.9,-36.4,0,-25.4,-18.1,-1.9,-16.4,-15.1,12.2,-11.5,-27.8,-10.3,-22.2,nan,nan,nan
2020-10-11,0,18.65,33.71,297,0,10.35,25.26,20.97,50.78,-197.2,-133.2,-176.2,-31.4,-22.3,-27.1,-36.6,-25.9,-33.9,-18.1,-11.2,-14.9,-14.4,-0.1,-10.1,-28.5,-11.8,-21.7,nan,nan,nan
2020-10-12,0,16.8,27.69,44,0,9.28,26.57,18.7,51.31,-202.1,254.3,4.3,-29.4,23.4,-8.9,-89.7,-5.3,-69.1,-16.8,4.6,-8.5,-12.4,25.8,0.5,-28.4,10.6,-13.6,nan,nan,nan
2020-10-13,0,16.75,27.69,305,0,13.94,24.29,34.73,51.9,-200.4,254.3,-24.5,-31.4,27.9,-14.2,-92.6,253.3,6,-16.2,3.5,-9.7,-14.8,19,-3.5,-28.3,7.6,-18,nan,nan,nan
2020-10-14,0,16.3,30.1,310,0,9.94,22.36,26.93,50.88,-208,254.3,-29.8,-31.4,44.3,-10.1,253.3,253.3,253.3,nan,nan,nan,-15.7,30.6,-1.6,-30,17.6,-16.4,nan,nan,nan
2020-10-15,0,14.85,26.49,275,0.2,9.46,23.44,24.29,51.22,-207.3,254.3,0.1,-30.5,41.9,-8.1,253.2,253.3,253.3,nan,nan,nan,-15.4,27.7,-1.2,-29.4,20.2,-15.6,nan,nan,nan
2020-10-16,0,9.22,16.85,48,0.2,6.71,25.57,20.19,49.29,-213.2,254.3,-24.3,-30.2,43.1,-9.5,253.2,253.3,253.3,nan,nan,nan,-15.9,52.7,-0.5,-38.7,19,-18.6,nan,nan,nan
2020-10-17,0,7.98,19.26,288,0.2,8.08,27.14,26.75,50.22,-207.1,254.3,-147.9,-42.2,18,-24.9,253.2,253.3,253.3,nan,nan,nan,-15,50.9,-8.4,-53.3,-7.9,-26.2,nan,nan,nan
2020-10-18,0,10.11,18.06,52,0.4,10.33,27.93,18.62,52.91,-208.9,-145,-188.3,-32.5,-22.3,-28.8,253.2,253.3,253.3,nan,nan,nan,-15.8,-6.9,-11.5,-32.8,-15.3,-26.4,nan,nan,nan
2020-10-19,0,26.7,46.96,197,1.4,14.2,25.42,31.67,54.89,-197.2,254.3,-12.3,-31.1,20.8,-13.3,253.3,253.3,253.3,nan,nan,nan,-14.1,32.9,-1.4,-30,-2.8,-21.6,nan,nan,nan
2020-10-20,0,15.24,26.49,45,16,16.95,18.52,55.34,57.86,-194.9,254.3,146.2,-38.5,9.6,-12,253.3,253.3,253.3,nan,nan,nan,-17.8,33.3,3.5,-46.7,-9.4,-22.1,nan,nan,nan
2020-10-21,0,16.1,33.71,174,1,12.07,23.13,40.14,57.13,-204.1,254.3,5,-39.2,17.3,-21.1,253.2,253.3,253.3,nan,nan,nan,-18.9,61.4,-2.3,-51.9,0.2,-23.1,nan,nan,nan
2020-10-22,0,12.37,20.47,105,1,11.33,24.99,37.07,56.41,-205.5,254.3,7.7,-40,13.4,-20.9,253.3,253.3,253.3,nan,nan,nan,-16.8,42.3,-1.1,-52.1,-2.5,-24.1,nan,nan,nan
2020-10-23,0,10.14,16.85,252,1.6,10.05,23.84,36.53,56.48,-208.6,254.3,-38.4,-47,20.1,-24.6,253.2,253.3,253.3,nan,nan,nan,-16.4,63,-0.4,-48.5,4.1,-26.8,nan,nan,nan
2020-10-24,0,15.97,28.9,252,0.2,9.12,22.65,38.94,54.85,-207.4,254.3,-159.9,-37,15.3,-30.8,253.3,253.3,253.3,nan,nan,nan,-15.8,40.9,-10.1,-45.6,-8.8,-26.9,nan,nan,nan
2020-10-25,0,27.29,71.03,155,7,11.48,22.1,36.59,55.77,-204.9,-163.8,-191.5,-40.2,-18.7,-34.8,253.3,253.3,253.3,nan,nan,nan,-18,0,-14.4,-33.3,-10.3,-27,nan,nan,nan
2020-10-26,0,12.17,20.47,237,0.8,8.5,21.72,34.49,55.12,-212.6,254.3,-0.5,-50,20.6,-19.1,253.2,253.3,253.3,nan,nan,nan,-16.9,58.5,-2.3,-51.9,0.6,-24.2,nan,nan,nan
2020-10-27,2.94,16.1,28.9,168,5.2,16.88,23.11,38.27,55.78,-197.6,254.3,91.3,-45.5,15.3,-12.4,253.3,253.3,253.3,nan,nan,nan,-16.6,38.3,1.4,-42.1,-3.9,-20.1,nan,nan,nan
2020-10-28,0,7.9,19.26,345,1.6,8.99,25.11,37.71,56.22,-209.3,254.3,-15.3,-45.5,7,-24.6,253.2,253.3,253.3,nan,nan,nan,-17.6,48.9,-4.5,-39.3,-7.8,-25.3,nan,nan,nan
2020-10-29,0,6.94,14.45,345,0.6,7.93,26.12,32.83,52.32,-213.3,254.3,-23.3,-52.1,17.9,-25.6,-254.1,253.3,119.6,nan,nan,nan,-16.4,58.1,1.8,-56.6,-5.4,-30.7,nan,nan,nan
2020-10-30,0,9.5,16.85,290,0.2,9.01,26.59,32.18,51.4,-166.9,254.3,-38.7,-51.2,-7.2,-37.1,-254.1,-254,-254.1,nan,nan,nan,-1,52.2,8.9,-50.8,-13.2,-37.5,nan,nan,nan
2020-10-31,0,8.48,16.85,81,0.4,10.83,26.06,35.75,52.32,-165.2,254.3,-67.9,-49.6,-1.7,-40.5,-254.1,-254,-254.1,nan,nan,nan,-3.5,28.7,4.2,-45.4,-18.3,-38.5,nan,nan,nan
2020-11-01,0,8.91,15.65,152,0.2,18.45,24.86,41.36,52.84,-154.6,-110.5,-147.1,-52.6,-45,-49.4,-254.1,-254,-254.1,nan,nan,nan,-1.2,9.7,0.5,-45.4,-38.7,-42.7,nan,nan,nan
2020-11-02,0,15.04,27.69,102,0.8,15.39,25.67,44.75,55.02,-167.7,254.3,-3.2,-52,-11.8,-38.7,-254.1,-254,-254.1,nan,nan,nan,-4.8,48.1,9.1,-45.1,-23,-38.3,nan,nan,nan
2020-11-03,2.69,20,32.51,316,0,10.85,18.81,35.85,48.85,-208.4,254.3,-9.9,-49.4,13.1,-25.6,-254.1,-254,-254.1,nan,nan,nan,-14.9,39,2,-45.9,-1,-28.1,nan,nan,nan
2020-11-04,0,26.77,45.75,277,0,6.65,17.22,27.7,49.05,-212.3,254.3,0.9,-52.4,15.3,-22,-254.1,-254,-254.1,nan,nan,nan,-15.5,43.2,3.8,-50.2,-4.4,-28.3,nan,nan,nan
2020-11-05,2.27,22.67,39.73,56,1.6,13.84,20.87,36.52,51.9,-199.2,254.3,28.6,-52.5,11.6,-27.1,-254.1,253.3,52.8,nan,nan,nan,-15.5,59.7,6.4,-52.2,-5.9,-32,nan,nan,nan
2020-11-06,2.3,19.66,33.71,107,12.8,15.45,18.7,39.18,55.16,-201.7,254.3,-16.1,-40.4,11.3,-25.6,253.3,253.3,253.3,nan,nan,nan,-17.1,42.7,-3.7,-58.7,-9.7,-27.1,nan,nan,nan
2020-11-07,1.96,14.19,32.51,115,3,13.93,23.25,40.92,54.62,-205.2,-153.9,-193.5,-41.5,-31.3,-38.7,253.3,253.3,253.3,nan,nan,nan,-17.6,-1.1,-15.5,-33.7,-19.3,-29.2,nan,nan,nan
2020-11-08,0,16.34,33.71,168,8.4,12.17,22.42,45.42,56.07,-206.8,-163.6,-192.8,-42.3,-30.2,-38.9,253.3,253.3,253.3,nan,nan,nan,-18.8,-1,-16,-33.7,-17.2,-28.7,nan,nan,nan
2020-11-09,0,9.71,18.06,270,4.2,11.22,24.68,45.34,55.61,-207.6,254.3,-15.6,-42.1,39.7,-16.7,253.2,253.3,253.3,nan,nan,nan,-17.8,38.7,-3.3,-33.5,15.3,-20.4,-254,253.7,-79.3
2020-11-10,0,5.28,9.63,53,0.2,10.04,22.61,43.85,55.1,-206.7,254.3,16.5,-46.2,34.1,-14.9,253.2,253.3,253.3,nan,nan,nan,-17.1,35.7,0.9,-46.3,9,-21.5,-254,118.3,-129.7
2020-11-11,0,11.68,20.47,303,0.4,8.88,24.44,34.95,54.72,-147.7,254.3,69.4,-47.7,20,-24.5,253.3,253.3,253.3,nan,nan,nan,-5.3,52.3,12.1,-46.3,2.4,-29.5,-254,-9,-164.1
2020-11-12,0,7.79,14.45,303,0.2,10.05,25.14,30.74,52.02,-152,254.3,16.3,-48.5,25.2,-22.9,253.3,253.3,253.3,nan,nan,nan,-7.4,28,5.2,-41.7,8.8,-25.5,-194.3,-16.2,-157.1
2020-11-13,0,9.5,18.06,79,0,10.94,24.54,31.26,52.47,-154.7,254.3,26.4,-47.3,27.8,-19.2,253.3,253.3,253.3,nan,nan,nan,-8.2,33.1,6.3,-39.6,10.8,-22,-196.8,-43.8,-153.5
2020-11-14,0,14,26.49,69,1.2,10.5,23.01,41.76,55.57,-155.2,254.3,-80.4,-49,16.6,-35,253.3,253.3,253.3,nan,nan,nan,-8.3,21.2,-2.6,-37.4,-0.4,-29.7,-205.3,-102.2,-183.4
2020-11-15,0,12.93,27.69,284,0.2,17.66,24.45,46.15,55.52,-157.2,-130.3,-149.3,-50,-39.8,-46.9,253.3,253.3,253.3,nan,nan,nan,-9,-3.5,-7.2,-37.3,-26.5,-34,-217.5,-193.2,-204.1
2020-11-16,0,4.69,10.84,318,0,8.87,20.69,38.82,54.59,-163.7,254.3,1.1,-49.7,24.1,-26.6,253.2,253.3,253.3,nan,nan,nan,-9,49.8,3.6,-40.5,6.8,-24.3,-236.7,-6.6,-163.8
2020-11-17,0,12.05,22.87,40,0.4,8.37,25.25,34.56,53.51,-151.2,254.3,10,-47.8,35.8,-18,253.2,253.3,253.3,nan,nan,nan,-7.3,37.2,5,-40.1,16.4,-21.3,-214.9,64.9,-118.7
2020-11-18,0,8.78,19.26,98,0.2,11.95,25.05,34.58,53.59,-150.1,254.3,39.1,-48.3,35.9,-14.7,253.3,253.3,253.3,nan,nan,nan,-7.5,29,6.7,-38.7,14.1,-18.2,-218.8,79.1,-103.6
2020-11-19,0,16.17,33.71,272,0,11.28,28.14,25.48,54.17,-155.2,254.3,17.9,-51.1,37.2,-17.5,253.2,253.3,253.3,nan,nan,nan,-9,32.3,5.5,-42.3,21.7,-18.8,-223.1,53.7,-123.4
2020-11-20,0,18.9,37.32,61,0.2,9.84,21.55,25.32,54.28,-162.8,254.3,10.4,-46.2,39.7,-16.1,253.2,253.3,253.3,nan,nan,nan,-7.9,28.7,5.8,-38.6,13.8,-19.2,-210.2,95.2,-113.9
2020-11-21,0,8.64,15.65,99,0,6.87,22.03,24.24,47.4,-155.6,254.3,-105.4,-45.4,34.5,-36.4,253.2,253.3,253.3,nan,nan,nan,-4.6,33.1,0.6,-39.5,1.8,-31.4,-202.5,147.9,-174.6
2020-11-22,0,5.65,10.84,99,0.4,6.22,23,28.82,50.57,-160.7,-95.6,-139.9,-49.5,-33.7,-42.7,253.3,253.3,253.3,nan,nan,nan,-4.7,3.9,-0.7,-44.9,-22.6,-36.8,-200.8,-181.8,-192.2
2020-11-23,0,6.25,10.84,278,0.4,6.14,21.98,29.19,50.94,-164.3,254.3,26.7,-48.8,37.3,-16.1,253.3,253.3,253.3,nan,nan,nan,-6.7,56.3,11.4,-46.8,6.8,-24.1,-205.1,92.8,-104.1
2020-11-24,0,13.28,25.28,269,1.8,7.36,21.03,34.63,53.04,-156.3,254.3,41.9,-48.9,34.2,-13.4,253.3,253.3,253.3,nan,nan,nan,-4.9,54.9,14,-42.2,8.6,-21.6,-201.4,124.8,-85.1
2020-11-25,0,9.29,20.47,285,18,12.17,15.45,51.43,55.13,-149.8,254.3,58.8,-50.6,42.4,-12.6,253.3,253.3,253.3,nan,nan,nan,-4.3,38.2,13.7,-42.5,12.9,-20.6,-201.1,130,-60.3
2020-11-26,0,15.7,26.49,6,0.2,9.76,19.16,38.28,54.18,-169.3,254.3,24.6,-49.1,33.6,-28.9,253.3,253.3,253.3,nan,nan,nan,-7.6,57.2,15.2,-41.7,4,-29,-195.2,86.6,-127.2
2020-11-27,0,12.05,21.67,282,0.2,6.85,19.19,36.52,52.03,-253.9,254.3,-147.9,-44.6,6.6,-32,253.3,253.3,253.3,nan,nan,nan,-9.7,60.6,9.2,-44.4,-8,-29.3,nan,nan,nan
2020-11-28,0,15.69,36.12,76,3.6,8.02,19.73,34.45,53.6,-254,77.4,-236,-42.5,-12.9,-36.4,253.3,253.3,253.3,nan,nan,nan,-9.5,49.5,-3,-36.4,-18,-29.9,nan,nan,nan
2020-11-29,0,10.72,25.28,109,1.6,8.58,18.87,36.37,54.07,-254,-253.9,-253.9,-44.2,-33.1,-39.5,253.3,253.3,253.3,nan,nan,nan,-9.1,-3.3,-6.9,-37.3,-23.4,-32,nan,nan,nan
2020-11-30,0,13.33,20.47,76,0.2,7.84,21.62,36.45,55.59,-254,50,-128.4,-66.7,50.9,-26.7,253.3,253.3,253.3,-148.8,140.7,-72.3,-13.1,108.3,11,-52.5,15.4,-25.5,nan,nan,nan
2020-12-01,0,11.27,19.26,285,0.2,6.14,21.4,29.22,50.32,-76.2,3.4,-34.5,-35.3,29.4,-25.6,253.3,253.3,253.3,-254.3,-22.6,-113.3,-36.8,38.2,-17.6,-32.5,17.9,-23.7,nan,nan,nan
2020-12-02,0,19.77,32.51,286,0.2,5.86,19.11,25.08,50.8,-43.9,14.9,-22.5,-34.6,85,5.4,253.3,253.3,253.3,-254.3,-0.9,-138.5,-38,121.2,18.1,-34,51.3,-9.2,nan,nan,nan
2020-12-03,0,19.69,44.55,100,3.2,4.43,18.21,28.92,51.58,-46.2,12.8,-23.8,-35.6,70.1,2.3,253.3,253.3,253.3,-254.3,4.3,-174.7,-35.4,100.5,10.8,-35.9,45.3,-11.3,nan,nan,nan
2020-12-04,0,22.9,59,232,18.8,7.69,14.04,39.09,52.73,-51.7,-15.2,-36.4,-39.3,62.9,-3.5,253.3,253.3,253.3,-86.2,-12.3,-59.4,-38.8,36.9,1.7,-35.5,24.1,-14.5,nan,nan,nan
2020-12-05,0,8.42,16.85,300,7.6,5.17,15.47,43.92,53.83,-51.9,-19.4,-40.4,-37.1,47.4,-29.6,253.3,253.3,253.3,-254.3,-20.9,-94.2,-16.6,25.6,-9.7,-36,12.1,-28.6,nan,nan,nan
2020-12-06,0,6.77,13.24,150,3.4,7.79,16.79,49,55.09,-49.6,-30,-41.1,-37.5,-32.8,-35.9,253.3,253.3,253.3,-82.5,-70.4,-77.2,-15.7,-10.1,-13.8,-35.5,-27.8,-32.9,nan,nan,nan
